9126,10979217,Union Mar del Plata,"Club Atlético Unión de Mar del Plata is an Argentine sports club from Mar del Plata, Buenos Aires Province. The club was founded on December 1, 1926, and its main sports are football and basketball.",Mar del Plata,Argentine
7853,10980702,Dallas,FC Dallas is an American professional soccer club based in the Dallas–Fort Worth metroplex. The club competes as a member of the Western Conference in Major League Soccer (MLS). The franchise began play in 1996 as a charter club of the league.,Dallas,USA
8880,10984779,Utsiktens,"The Utsiktens BK is a Swedish football club located in Västra Frölunda, near Gothenburg.",Västra Frölunda,Sweden
8350,10989402,Fjolnir,"Ungmennafélagið Fjölnir, commonly known as Fjölnir, is a multi-sport club from Iceland. The club is located in Grafarvogur, Reykjavík.",Iceland,Iceland
543,10991627,Sachter Soligorsk,"FC Shakhtyor Soligorsk is a Belarusian Premier League football club, playing in the city of Soligorsk (Salihorsk) .",Soligorsk,Belarus
9075,10991639,Granit Mikashevichi,"Granit Mikashevichi is a football club from Mikashevichi, Belarus.",Mikashevichi,Belarus
540,10991640,FC Minsk,"FC Minsk is a professional football club based in Minsk, Belarus. They play in the Belarusian Premier League, the highest tier of Belarusian football. Their colours are red and navy blue.",Minsk,Belarus
7440,10992540,Jaro,"FF Jaro is a Finnish football club, based in the bilingual town of Jakobstad. It currently plays in Ykkönen. Home matches are played at the Jakobstads Centralplan.",Jakobstad,Finland
7460,10993156,Šiauliai,"FC Šiauliai is a Lithuanian football team from the city of Šiauliai. The team is referred to as ""Šiauliai"".",Šiauliai,Lithuania
8331,10993181,Granitas Klaipeda,FK Klaipėdos Granitas was a Lithuanian football club from Klaipėda.,Klaipėda,Lithuania
8288,10993341,Kaisar,FC Kaysar is a Kazakh professional football club based in the Gany Muratbayev Stadium in Kyzylorda. They are founding members of the Kazakhstan Premier League and have missed only three seasons following relegations.,Kyzylorda,Kazakhstan
726,10993347,Shakhtar Karagandy,"Football Club Shakhter, commonly referred to as FC Shakhter Karagandy (Kazakh: Қарағанды/Qarağandı [qɑɾɑˈʁɑndə] (listen);Russian: Караганда/Karaganda), is a professional football club based in Karagandy, Kazakhstan.",Karagandy,Kazakhstan
8028,10994070,Gulbene,"FB Gulbene is a Latvian football club based in Gulbene. The club plays its home matches at the Gulbenes Sporta Centrs stadium with capacity of 1,500 people. They were promoted to the Latvian Higher League for the 2015 season.",Gulbene,Latvia
7504,11006053,Vestsjælland,"FC Vestsjælland, also known as FCV Vikings, was a professional Danish association football club that played in the Danish 1st Division until its closure in 2015. They played their home matches at Harboe Arena Slagelse in Slagelse, which has a capacity of 10,000 (3,300 seats).",Slagelse,Denmark
7528,11011712,Pápa,"Pápai FC is a Hungarian former football club based in the town of Pápa, that competed in the Nemzeti Bajnokság I.",Pápa,Hungary
8498,11011713,Dunaujvaros,"Dunaújváros Pálhalma Agrospeciál Sport Egyesület [ˈdunɒuːjvaːroʃ] is a Hungarian football club located in Dunaújváros, Hungary. It currently plays in the Hungarian National Championship. The team's colors are blue and yellow.",Dunaújváros,Hungary
7946,11012945,Notts County,"Notts County Football Club is a professional association football club based in Nottingham, England. The team participate in the National League, the fifth tier of the English football league system.",Nottingham,England
6979,11012955,Crawley Town,"Crawley Town Football Club is a professional association football club based in the town of Crawley, West Sussex, England. The club was founded as Crawley Football Club in 1896, changed its name to Crawley Town Football Club in 1958.",Crawley,England
8843,11013519,Cowdenbeath,"Cowdenbeath Football Club is a Scottish semi-professional football team based in Cowdenbeath, Fife.",Cowdenbeath,Scotland
8424,11015476,Baník Most,"FK Baník Most 1909 was a Czech football club based in the city of Most, approximately 75 kilometres north-west of Prague. The club played top-flight football for the first time in their history in the 2005–06 Czech First League.",Most,Czechia
8290,11022323,Dortmund II,"Borussia Dortmund II are the reserve team of Borussia Dortmund. They play in the 3. Liga, at Stadion Rote Erde. Until 2005, the team played as Borussia Dortmund Amateure.",Dortmund,Germany
7772,11035330,Cobresal,"Club de Deportes Cobresal or simply Cobresal, is a Chilean football club based in El Salvador, Atacama, a Chilean mining camp, and participates in Campeonato Nacional. The team was founded on 5 May 1979, and the name of the club comes from the local copper mine establishment.",El Salvador,Chile
171,11044234,Fenerbahce,"Fenerbahçe Spor Kulübü are a Turkish professional football club based in Istanbul, Turkey. They are the men's football department of Fenerbahçe SK, a major professional multi-sport club.",Istanbul,Turkey
654,11045355,Bakı,"FC Baku is an Azerbaijani football club based in Baku that has been an amateur club since 2016. Prior to that, Baku played 18 seasons in the Azerbaijan Premier League, winning the championship twice and earning the National Cup three times. The club ceased operations in 2018.",Baku,Azerbaijan
6957,11045374,Simurq,"Simurq PIK was an Azerbaijani football club based in Zaqatala, that competed in the Azerbaijan Premier League.",Zaqatala,Azerbaijan
7172,11047350,Recreativo Huelva,"Real Club Recreativo de Huelva, S.A.D. is a Spanish football club based in Huelva, in the autonomous community of Andalusia.",Huelva,Spain
8363,11056768,Ironi Tiberias,"Ironi Tiberias is a football club from Tiberias, Israel. The club is not connected to Hapoel Tiberias, a former club which spent several seasons in the top division of Israeli football in the 1960s and the 1980s, making its last appearance in the top flight in 1989.",Tiberias,Israel
8664,11056780,Hakoah Ramat Gan,"Hakoah Maccabi Amidar Ramat Gan Football Club is an Israeli football club based in Ramat Gan. The club is currently in Liga Alef South division and plays at the Winter Stadium in Ramat Shikma, a neighbourhood of Ramat Gan.",Ramat Gan,Israel
8528,11081020,Larissa,"AEL Football Club, also known by its full name Athlitiki Enosi Larissas (Greek: Αθλητική Ένωση Λάρισας, lit. 'Athletic Union of Larissa'), simply called AEL or Larissa, is a Greek professional football club based in the city of Larissa, capital of Greece's Thessaly region.",Larissa,Greece
8783,11081028,Fokikos,"A.C. Fokikos  (Greek: Α.Σ. Φωκικός) is a Greek professional football club of Phocis, Greece, established in Amfissa. The club was first founded in 1932 (unofficially existed from 1928) under the name ""Panamfissaikos"" and twenty years later (1952) was renamed to ""Amfissaikos"".",Phocis,Greece
8794,11081053,Serres,"Serres Football Club is a Greek football club, based in Serres. The association was founded in 1951 as Ethnikos Gazoros.",Serres,Greece
8812,11081076,Tyrnavos,"Tyrnavos 2005 Football Club is a Greek football club, based in Tyrnavos, Larissa regional unit. They were champions of Group 4 of Delta Ethniki for 2009–10 season and promoted to Gamma Ethniki.",Tyrnavos,Greece
8845,11081118,Episkopi,"ΑΟ Episkopi Football Club, short for Athlitikos Omilos Episkopis (Greek: Αθλητικός Όμιλος Επισκοπής), is a Greek football club based in Episkopi, Rethymno. It was founded in 1962. They currently play in the Super League Greece 2, the second tier of the Greek football league system.",Episkopi,Greece
8748,11081123,Panegialios,"Panegialios, 2nd Division and 3rd Division. Additionally the team has reached twice the semi-finals of the Greek Cup competition. Panegialios is one of the most successful and popular teams in Achaea and Peloponnese.",Aigio,Greecee
8127,11081218,Iraklis Psachna,"Iraklis Psachna Football Club is a Greek football club, based in Psachna, Euboea.",Psachna,Greece
8277,11456898,Rio Claro,"Rio Claro Futebol Clube, commonly referred to as Rio Claro, is a professional association football club based in Rio Claro, São Paulo, Brazil. The team competes in Campeonato Paulista Série A2, the second tier of the São Paulo state football league.",Rio Claro,Brazil
7234,11456927,Mogi Mirim,"Mogi Mirim Esporte Clube, more commonly referred to as Mogi Mirim, is a Brazilian football club based in Mogi Mirim, São Paulo. Founded on 1 February 1932, the team's home ground is the Estádio Vail Chaves, which has a capacity of 19,900.",Mogi Mirim,Brazilia
9102,11456939,Capivariano,"Capivariano Futebol Clube, commonly referred to as Capivariano, is a Brazilian professional association football club based in Capivari, São Paulo. The team competes in the Campeonato Paulista Série A3, the third tier of the São Paulo state football league.",Capivari,Brazil
595,11457714,Gefle,"Gefle Idrottsförening, also known simply as Gefle IF, Gefle (pronounced [ˈjɛ̌ːvlɛ], as if spelled Gävle), or locally Gif (pronounced [ˈɡɪfː]), are a Swedish professional football club based in Gävle.",Gävle,Sweden
7717,11458487,Ängelholms FF,"Ängelholms FF is a football club based in Ängelholm, Sweden. The club is affiliated to Skånes Fotbollförbund and play their home games at Ängelholms IP. The club was formed in 1976 as a merger between Ängelholms IF and Skörpinge GIF.",Ängelholm,Sweden
9609,11466193,Deportivo Petare,"Petare Fútbol Club is a Venezuelan football club based in Caracas. Formed in 1948 as ""Deportivo Italia F.C."", the club after fifty years merged with ""Deportivo Chacao F.C."" in 1998, and was called Deportivo Italchacao for eight years.",Caracas,Venezuela
10098,11466559,Juventud Unida Universitario,"Club Atlético Juventud Unida Universitario is an Argentine football club from San Luis Province. The team currently plays in Torneo Argentino A, the regionalised third division of the Argentine football league system.",San Luis Province,Argentine
10805,11471527,Defensor La Bocana,"Defensor La Bocana is a Peruvian football club, playing in the city of Sechura, Piura, Peru.",Sechura,Peru
678,11472459,Zhetysu Taldykorgan,Jetisu Taldykorgan is a Kazakh professional football club based at the Zhetysu stadium in Taldykorgan. They are founding members of the Kazakhstan Premier League having missed five seasons because of relegations.,Taldykorgan,Kazakhstan
8450,11473975,Throttur,"Knattspyrnufélagið Þróttur, also referred to as Þróttur Reykjavík or Throttur, is a sports club from Reykjavík in Iceland. The club runs a football department as well as handball, volleyball and tennis departments.",Reykjavík,Iceland
736,11473976,KR Reykjavik,"Knattspyrnufélag Reykjavíkur, often shortened to KR or KR Reykjavík, is an Icelandic football club based in the Vesturbær district of the capital, Reykjavík.",Reykjavík,Iceland
7532,11478227,Jelgava,"FK Jelgava is a Latvian football club that is based in Jelgava. The club plays its home-matches at the Zemgales Olimpiskais Sporta Centrs stadium with capacity of 1,560 people.",Jelgava,Latvia
7274,11479071,Belshina,"FC Belshina Bobruisk is a Belarusian football club based in Bobruisk. The team has won one Belarusian Premier League title, as well as 3 Belarusian Cup titles.",Bobruisk,Belarus
633,11488839,Lokeren,"Koninklijke Sporting Club Lokeren Oost-Vlaanderen]; often simply called Sporting Lokeren or Lokeren) was a Belgian professional football club based in the city of Lokeren, in the province of East Flanders. The club was founded in 1923 but ceased to exist in 2020 after going bankrupt.",Lokeren,Belgium
8163,11493130,Colchester United,"Colchester United Football Club is a professional association football club based in the city of Colchester, Essex, England. The team competes in EFL League Two, the fourth tier of the English football league system.",Colchester,England
8960,11493890,Red Star,"Red Star Football Club, also known simply as Red Star (French pronunciation: ​[ʁɛd staʁ futbɔl klœb]), is a French association football club founded in Paris in 1897, and is the fourth oldest French football club, after Standard AC of Paris, Le Havre AC and Girondins de Bordeaux.",Paris,France
8523,11494932,Austria Salzburg,"SV Austria Salzburg is an Austrian association football club, based in the city of Salzburg.",Salzburg,Austria
704,11495664,Odense,Odense Boldklub is a Danish professional football club based in the city Odense. The club has won three Danish championships and five Danish Cup trophies. OB play in the Danish Superliga and their home field is Nature Energy Park. OB's clubhouse is located in Ådalen near Odense River.,the city Odense,Denmark
7491,11495665,Viborg,"Viborg Fodsports Forening, or Viborg F.F. and  VFF for short, is a Danish professional football club based in Viborg. The club was founded in 1896 and waited more than a century before winning its only national trophy, the 2000 Danish Cup.",Viborg,Denmark
8032,11498687,Krka,"Nogometni klub Krka, commonly referred to as NK Krka or Krka, is a Slovenian football club based in Novo Mesto that competes in the Slovenian Second League, the second tier of Slovenian football. The team play its home games at Portoval.",Novo Mesto,Slovenia
7322,11499269,FSV Frankfurt,"Fußballsportverein Frankfurt 1899 e.V., commonly known as simply FSV Frankfurt, is a German association football club based in the Bornheim district of Frankfurt am Main, Hesse and founded in 1899. FSV Frankfurt also fielded a rather successful women's team, which was disbanded in 2006.",Frankfurt am Main,Germany
9128,11499867,Dolcan Zabki,"Ząbkovia Ząbki is a Polish professional football club, based in Ząbki, Masovian Voivodeship. The club's colors are red, white, and blue. Its biggest successes were achieved when the club was called Dolcan Ząbki.",Ząbki,Poland
9481,11499999,Rozwoj Katowice,"Rozwój Katowice is a Polish football club located in Katowice, Poland. It currently plays in Polish Second League. The team's primary colors are green, yellow, and black.",Katowice,Poland
8893,11502103,Skalica,"MFK Skalica is a Slovak football team, based in the town of Skalica. The club was founded in 1920. The club plays in the 2. Liga, second football league in the Slovakia, and hosts home games at the Mestský štadión Skalica.",Skalica,Slovakia
8123,11503965,Stuttgart II,"VfB Stuttgart II is a German football team located in Stuttgart, currently playing in the Regionalliga Südwest. From 2008 to 2016 the team played in the 3. Liga. They are the reserve team of VfB Stuttgart. Until 2005 the team played under the name of VfB Stuttgart Amateure.",Stuttgart,Germany
8153,11503973,Stuttgarter K,"Stuttgarter Kickers is a German association football club that plays in Stuttgart, Baden-Württemberg, founded on 21 September 1899 as FC Stuttgarter Cickers.",,Germany
8600,11508814,Oriental Lisboa,"Clube Oriental de Lisboa is a Portuguese football club based in Lisbon. Founded in 1946, it currently competes in the Campeonato de Portugal, holding home games at Campo Engenheiro Carlos Salema, with an 8,500 capacity.",Lisbon,Portugal
8673,11511625,Maccabi Kiryat-Gat,"Maccabi Kiryat Gat F.C. was an Israeli football team based in the southern city of Kiryat Gat. The club's best achievement has been promotion to the Premier League as Liga Leumit runners-up in 2001, after beating Hapoel Beit She'an on the final day of the season.",Kiryat Gat,Israel
7335,11512525,Radian-Baykal,"FC Baikal Irkutsk was a Russian football team from Irkutsk, founded in 2009.  It was relegated from the second-tier FNL back to PFL at the end of the 2015–16 season, but it did not receive a professional license for the 2016–17 season and thus folded, with its spot taken by FC Zenit Irkutsk."," Irkutsk",Russia
9335,11513565,Slavija Sarajevo,"Fudbalski klub Slavija Sarajevo is a professional association football club from the city of Istočno Sarajevo, Republika Srpska that is situated in Bosnia and Herzegovina.",Sarajevo,Bosnia and Herzegovina
8092,11514220,Gimnastic Tarragona,"Club Gimnàstic de Tarragona, commonly known as Gimnàstic Tarragona or sometimes just Nàstic, is a Spanish sports club based in Tarragona, in the autonomous community of Catalonia. Its football team plays in Primera División RFEF – Group 2.",Tarragona,Spain
9515,11514522,Athletic Bilbao B,"Athletic Club ""B"", commonly known as Bilbao Athletic, is the reserve team of Athletic Club, a football club based in Bilbao, in the autonomous community of Basque Country in Spain. The team are playing in the Primera División RFEF in the 2021-22 season.",Bilbao,Spain
8569,11514527,Costa Brava,"Unió Esportiva Costa Brava S.A.E. is a Spanish football team based in Palamós, Girona, in the Autonomous Community of Catalonia. Founded in 1947, it currently plays in Primera División RFEF – Group 2. Its home stadium is Estadi Palamós Costa Brava, with a capacity for 3,724 spectators.",Palamós,Spain
8149,11534528,Szigetszentmiklósi,"Szigetszentmiklósi TK is a Hungarian football club located in Szigetszentmiklós, Hungary. It currently plays in Hungarian National Championship III. The team's colors are green and white.",Szigetszentmiklós,Hungary
7708,11539356,Al Shabab Dubai,"Al Shabab Al Arabi Club, or simply Al Shabab, was an Emirati professional football and basketball club based in Dubai, that competed in the UAE Arabian Gulf League. The club was founded in 1958.In 2017, the club merged with Dubai CSC to join Al Ahli Dubai F.C.",Dubai,Emirates
9468,11539360,Al-Shaab,"Al-Shaab Cultural &amp; Sports Club was a multi-sports club based in Sharjah, United Arab Emirates. The club was merged with Sharjah FC in 2017.",Sharjah,United Arab Emirates
8761,11539494,Sapovnela,FC Sapovnela Terjola is a Georgian association football club.,Terjola,Georgia
8781,11539609,Lokomotivi Tbilisi,"FC Locomotive Tbilisi is a Georgian football club from the capital, Tbilisi. During the existence of the USSR the club was a part of the Lokomotiv Voluntary Sports Society. The club has strong connections with the Georgian Railways.",Tbilisi,Georgia
8947,11561639,Pavia,"Associazione Calcio Pavia 1911 Società Sportiva Dilettantistica, or more simply Pavia, is an Italian football club, based in Pavia, Lombardy. Pavia plays in Eccellenza, informally called Serie E.",Pavia,Italy
8689,11568195,Zakynthos,"A.P.S. Zakynthos is a Greek professional football club, based in Zakynthos, Greece. It was founded in 1961.",Zakynthos,Greece
9173,11568810,Ittihad El Shorta,"Ittihad El Shorta, also known as Police Union, or simply  El Shorta, is an Egyptian football club based in Cairo, Egypt. The club plays in the Egyptian Third Division, the third-highest league in the Egyptian football league system.",Cairo,Egypt
10061,11892622,RB Brasil,"Red Bull Brasil is a professional football club in Campinas, Brazil. The team competes in Campeonato Paulista Série A2, the second tier of the São Paulo state football league.",Campinas,Brazil
136,11892699,Sao Paulo,"São Paulo Futebol Clube, commonly referred to as São Paulo, is a professional football club in the Morumbi district of São Paulo, Brazil, founded in 1930.",São Paulo,Brazil
8152,11892705,Audax Sao Paulo,"Grêmio Osasco Audax Esporte Clube, commonly referred to as Audax, is a professional association football club based in Osasco, São Paulo, Brazil. The team competes in Campeonato Paulista Série A2, the second tier of the São Paulo state football league.",Osasco,Brazil
7297,11894246,Åtvidaberg,"Åtvidabergs Fotbollförening, also known simply as Åtvidabergs FF, Åtvidaberg, Åtvid or (especially locally) ÅFF, is a Swedish professional football club based in Åtvidaberg. The club is affiliated with Östergötlands Fotbollförbund and plays their home games at Kopparvallen.",Kopparvallen,Sweden
7897,11894881,Mjøndalen,"Mjøndalen IF is a Norwegian sports club located in Mjøndalen,  Viken, Norway.",Mjøndalen,Norway
8340,11895779,Galway Utd,Galway United Football Club is an Irish association football club based in Galway. They play in the League of Ireland First Division. They were founded as Galway Rovers F.C. during the 1930s. They made their League of Ireland debut in 1977–78 and changed their name to Galway United in 1981–82.,Galway,Ireland
8357,11902431,SJK,"Seinäjoen Jalkapallokerho is a Finnish professional football club from the city of Seinäjoki. The club plays in the Veikkausliiga, the highest tier of the Finnish league system. Their home ground is OmaSP Stadion, which is located near the city center and next to SJK's training facility Wallsport.",Seinäjoki,Finland
10806,11903275,Deportivo Zulia,"Deportivo JBL del Zulia, is a professional football club based in Maracaibo, Zulia, Venezuela. They play at the Estadio José Pachencho Romero.",Maracaibo,Venezuela
11404,11903373,Portuguesa Acarigua,"Portuguesa Fútbol Club, usually known simply as Portuguesa, is a Venezuelan football club based in Acarigua.",Acarigua,Venezuela
7665,11904468,Víkingur Ólafsvík,"Ungmennafélagið Víkingur, also known as U.M.F. Víkingur or Víkingur Ólafsvík, is an Icelandic multi-sport club from the town of Ólafsvík located on the west coast of Iceland situated on the western end of the Snæfellsnes. It was founded on 6 October 1928.",Ólafsvík,Iceland
8550,11904512,Liepaja,"FK Liepāja/Mogo is a Latvian football club, founded in 2014. The club is based at the Daugava Stadium in Liepāja. FK Liepāja plays in the Latvian Higher League. In their first season they finished 4th in the 2014 Latvian Higher League.",Liepāja,Latvia
9432,11907596,DPMM,"Duli Pengiran Muda Mahkota Football Club is a professional football club based in Bandar Seri Begawan, Brunei. The club played in the Brunei Premier League in the early 2000s, winning the league title in 2002 and 2004.",Bandar Seri Begawan,Brunei
10074,11908098,Isloch,"FC Isloch Minsk Raion is a Belarusian football club based in Minsk, although it officially represents Minsk Raion and is named after the Islach River.",Minsk,Belarus
7757,11909120,Liaoning Whowin,"Liaoning Football Club, officially known as Liaoning Hongyun (simplified Chinese: 辽宁宏运; traditional Chinese: 遼寧宏運; pinyin: Liáoníng Hóngyùn), was a professional association football club with a long history in Chinese football.",Shenyang,China
9090,11909993,Utenis,"FK Utenis Utena is a professional football club, based in Utena, Lithuania. The club plays its home matches at the Utenis Stadium (capacity 3,000).In 2020, FK Utenis Utena will participate in the II Lyga.",Utena,Lithuania
11003,11918592,Iberia,"Iberia Sport Club was a Spanish football club based in Zaragoza, Aragon. The club was founded in 1916, and played its games at Estadio Torrero, on 1932 merged with Zaragoza Club Deportivo to form the current Real Zaragoza.",Zaragoza,Spain
721,11922275,Laval,"Stade Lavallois Mayenne Football Club, also referred to as Stade Laval or simply Laval, is a French association football club based in Laval in western France. The club was formed on 17 July 1902 and currently plays in Ligue 2, the second level of French football.",Laval in western France,France
684,11923408,Slask Wroclaw,"Wrocławski Klub Sportowy Śląsk Wrocław Spółka Akcyjna, commonly known as WKS Śląsk Wrocław, Śląsk Wrocław (Polish pronunciation: [ɕlɔ̃sk ˈvrɔtswaf]) or simply Śląsk, is a Polish football club based in Wrocław that plays in Ekstraklasa, the highest level of the Polish football league system.",Wrocław,Poland
8616,11923794,Achilles 29,"Achilles '29 is a football club from Groesbeek, Netherlands, competing in the fifth-tier Hoofdklasse. The club is known for its successes in the Dutch domestic cup, having knocked FC Volendam, Heracles Almelo, RKC Waalwijk, Telstar and MVV Maastricht out of the KNVB Cup.",Groesbeek,Netherlands
7136,11925599,Újpest,"Újpest Football Club is a Hungarian professional football club, based in Újpest, Budapest, that competes in Nemzeti Bajnokság I. Formed in 1885, Újpest reached the first division of the Hungarian League in 1905 and has been relegated only once since then.",Újpest,Hungary
8250,11930057,Chesterfield,"Chesterfield Football Club is an English association football club based in the town of Chesterfield, Derbyshire, England. The team competes in the National League, the fifth tier of the English football league system.",Chesterfield,England
21,11930064,Bolton,"Bolton Wanderers Football Club is a professional football club based in Bolton near the town of Horwich, Lancashire, England, which competes in EFL League One, the third tier of English football.",Horwich,England
6993,11930068,Peterborough United,"Peterborough United Football Club is an English professional football club based in Peterborough, Cambridgeshire,  England. The team compete in League One the third tier of the English football league system.",Peterborough,England
11439,11931334,Jedinstvo Bijelo Polje,"Fudbalski klub Jedinstvo is football club from Bijelo Polje, Montenegro, currently competing in the Montenegrin First League. The club was established in 1922."," Bijelo Polje",Montenegro
615,11932307,RNK Split,"Radnički nogometni klub Split, commonly known as RNK Split, is a Croatian football club based in the city of Split.",Split,Croatia
11275,11932863,Znicz,"Miejski Klub Sportowy Znicz  is a football club based in Pruszków, Poland.",Pruszków,Poland
11290,11934122,Al Khaleej Saihat,"Al-Khaleej Club of Saihat is a Saudi Arabian multisports club. Located in Saihat, Eastern Province of Saudi Arabia. It is a sport, social, educational club. Additionally, different teams in this club, categorized in different levels based on the age, play different sports.",Saihat,Saudi Arabia
8156,11937407,Ermis,"Ermis Aradippou is a Cypriot professional football club based in Aradippou, a settlement on the outskirts of the city of Larnaca. The club is currently playing in the Cypriot Second Division, the top league of Cypriot football.",Larnaca,Cyprus
10309,11940244,Hamrun Spartans,"Ħamrun Spartans Football Club is a professional football club based in Ħamrun, Malta. Since being founded in 1907, Ħamrun Spartans have won a total of eight league championships while being runners-up eleven times.",Hamrun,Malta
9606,11940405,Sevilla Atlético,"Sevilla Atlético is a Spanish football team based in Seville in the autonomous community of Andalusia. Founded in 1950, it is the reserve team of Sevilla FC. It plays in Primera División RFEF – Group 2, and holds home games at Estadio Jesús Navas, with a 7,500-seat capacity.",Seville,Spain
8489,11940767,UCAM Murcia,"Universidad Católica de Murcia Club de Fútbol, commonly known as UCAM Murcia or simply UCAM, is a Spanish football club based in Murcia. Founded in 1999 it plays in Primera División RFEF – Group 2, holding home games at Estadio de La Condomina, with a capacity of 6,500 spectators.",Murcia,Spain
230,11940797,Getafe,"Getafe Club de Fútbol, or simply Getafe, is a professional Spanish football club based in Getafe, a city in the south of the Community of Madrid. The team competes in La Liga, the highest tier of the Spanish football system.",Getafe,Spain
7310,11945340,Regensburg (Ger),"Sport- und Schwimmverein Jahn Regensburg e. V., commonly known as SSV Jahn Regensburg, Jahn Regensburg, SSV Jahn or simply Jahn is a German football club based in Regensburg, Bavaria.",Regensburg,Germany
8621,11945351,Mainz II,"1. FSV Mainz 05 II is a German association football club from the town of Mainz, Rhineland-Palatinate. It is the reserve team of 1. FSV Mainz 05. The team's greatest achievement came in 2014 when it won promotion to the 3.",Mainz,Germany
