21811,Unirea Constanta,Romania,"Asociația Fotbal Club Unirea Constanța, commonly known as Unirea Constanța, is a Romanian football club based in Techirghiol, Constanța County, currently playing in the Liga II.",Techirghiol
13327,Oran,Algeria,"Association Sportive Madinet d'Oran, known as ASM Oran or ASMO for short, is an Algerian football club based in Oran and founded in 1933. The club colours are green and white. Their home stadium, Habib Bouakeul Stadium, has a capacity of 15,000 spectators. The club plays in the Algerian Ligue 2.",Oran
13326,Chlef,Algeria,"Association Sportive Olympique de Chlef, known as ASO Chlef or simply ASO for short, is an Algerian football club based in Chlef, founded in 1947. The club colours are red and white. Their home stadium, Stade Mohamed Boumezrag, has a capacity of some 20,000 spectators.",Chlef
11992,AS Vita Club,Congo DR,"Association Sportive Vita Club, more commonly known as AS Vita Club, AS V. Club or simply Vita Club, is a Congolese football club based in Kinshasa.",Kinshasa
23054,Saluzzo,Italy,"Associazione Calcio Sportiva Dilettantistica Saluzzo (briefly ACSD Saluzzo or AC Saluzzo, commonly Saluzzo) is an Italian association football club located in Saluzzo, Piedmont. It currently plays in Serie D. Its colors are all-maroon.",Saluzzo
12745,Bisceglie,Italy,"Associazione Sportiva Bisceglie Calcio 1913, commonly referred to as Bisceglie, is an Italian association football club based in Bisceglie, Apulia. As of 2017-2018, it plays in Group C of Serie C, the third tier of Italian football.",Bisceglie
19057,Puteolana,Italy,"Associazione Sportiva Dilettantistica Puteolana 1902 is an Italian association football club based in Pozzuoli, Campania, currently playing in Serie D. Originally founded in 1902 as Puteoli Sport, they changed their name to U.S.",Pozzuoli
19823,San Donato,Italy,"Associazione Sportiva Dilettantistica San Donato Tavarnelle is an Italian association football club, based in San Donato in Poggio and Tavarnelle Val di Pesa, Tuscany. It currently plays in Serie D.",San Donato
10115,Giana Erminio,Italy,"Associazione Sportiva Giana Erminio S.r.l. is an Italian football club based in Gorgonzola, Lombardy. The team currently plays in Italy's Serie D.",Gorgonzola
17210,Assyriska United,Sweden,Assyriska United IK is a Swedish football club located in Södertälje.,Södertälje
630,AEL Limassol,Cyprus,"Athlitiki Enosi Lemesou commonly known as AEL, is a Cypriot sports club based in the city of Limassol, most famous for its football team.",Limassol
13861,Atletico Acreano,Brazil,"Atlético Acreano is a Brazilian professional football club based in Rio Branco, Acre founded on 27 April 1952. It competes in the Campeonato Acreano, the top flight of the Acre state football league.",Rio Branco
20095,Cliper,Brazil,"Atlético Clipper Clube, commonly known as Clipper, is a Brazilian football club based in Manaus, Amazonas.",Manaus
10980,Atletico Madrid B,Spain,"Atlético de Madrid B is a Spanish football team based in Madrid, in the community of Madrid. Founded on 17 September 1963, it is the reserve team of Atlético Madrid and currently plays in Tercera División RFEF – Group 7. They play their home games at Cerro del Espino Stadium.",Madrid
8934,Atlético Huila,Colombia,"Atlético Huila is a professional Colombian football team based in Neiva, that currently plays in the Categoría Primera B. The club was founded on November 29, 1990, making it one of the youngest professional football clubs in Colombia.",Neiva
13160,Atlético Petróleos,Angola,"Atlético Petróleos de Luanda, also known as Petro Atlético de Luanda, or simply Petro Atlético or Petro de Luanda, is a football club from Luanda, Angola, founded in 1980. The club won its first title, the Angolan League, in 1982 and is the most successful team in the country.",Luanda
10823,Saguntino,Spain,"Atlético Saguntino is a Spanish football team based in Sagunto, in the Valencian Community. Founded in 1951, in the 2019-20 season of Spanish football it plays in Tercera División RFEF – Group 6, holding home games at Camp Nou de Morvedre, with a 4,000-seat capacity.",Sagunto
14019,Audax Rio,Brazil,"Audax Rio de Janeiro Esporte Clube, commonly known as Audax Rio de Janeiro, Audax Rio, or simply as Audax, is a Brazilian football club from São João de Meriti, Rio de Janeiro state. The club competed in the Série D in 2011. The club was formerly known as Sendas Pão de Açúcar Esporte Clube.",São João de Meriti
7625,Ayacucho,Peru,"Ayacucho Fútbol Club is a Peruvian football club located in Ayacucho, Peru. Some of its former names are Aurora Miraflores, Olímpico San Luis, Olímpico Somos Peru, Olímpico Aurora Miraflores, Loreto and Inti Gas.",Ayacucho
10320,B68,Faroe Islands,"B68 Toftir is a Faroese football club, playing in the village of Toftir in Betri deildin.",Toftir
15821,Banbury United,England,"Banbury United Football Club is a football club based in Banbury, Oxfordshire, England. They are currently members of the National League North and play at the Spencer Stadium.",Banbury
16665,Bangladesh Police,Bangladesh,"Bangladesh Police Football Club is an association football team based in Dhaka, Bangladesh. The club was founded by Bangladesh Police. The services team had previously played in the Senior Division Football League in 1998 – then the second tier of football.",Dhaka
13397,Barking,England,"Barking Football Club is a football club based in Barking, Greater London, England. They are currently members of the Essex Senior League and play at Mayesbrook Park in Dagenham.",Barking
8727,Barnet,England,"Barnet Football Club  is a professional football club based in Edgware. The team compete in the National League, the fifth tier of the English football league system. The club was founded in Chipping Barnet, then part of Hertfordshire, in 1888.",Edgware
13485,Barnstaple Town,England,"Barnstaple Town Football Club is a football club based in Barnstaple, Devon, England. They are currently members of Division One South &amp; West of the Southern League and play at Mill Road.",Barnstaple
14914,Bashundhara Kings,Bangladesh,"Bashundhara Kings are a professional football team based in Bashundhara Residential Area, Dhaka, Bangladesh. They clinched the title of the 2017 Bangladesh Championship League, the second tier of the professional football league, in their maiden appearance.",Dhaka
9653,Basingstoke Town,England,"Basingstoke Town Football Club is a football club based in Basingstoke, Hampshire, England. The club are currently members of the Isthmian League South Central Division and play at the Winklebury Sports Complex. Their motto, 'Vestigia Nulla Retrorsum', means 'Never a step backward'.",Basingstoke
20693,Beijing IT,China PR,Beijing Institute of Technology Football Club or simply BIT is a professional Chinese football club that currently participates in the China League One division under licence from the Chinese Football Association (CFA).,Beijing
9123,BFC Dynamo,Germany,Berliner Fussball Club Dynamo e. V.,Berlin
8577,Viktoria Berlin,Germany,"Berliner Fußball-Club Viktoria 1889 was a German sports club based in the Tempelhof district of Berlin. Football, rugby, and cricket came to continental Europe in the late 19th century, and these ""English games"" became immediately popular in many countries.",Berlin
9607,Betis B,Spain,"Betis Deportivo Balompié is a Spanish football team based in Seville, in the autonomous community of Andalusia.",Seville
8551,BFC Daugavpils,Latvia,"BFC Daugavpils is a Latvian football club that is based in Daugavpils. They play in the Latvian Higher League. The club plays its home matches at the Celtnieks Stadium in Daugavpils with a capacity of 3,980 people.",Daugavpils
9756,Billericay Town,England,"Billericay Town Football Club is a football club based in Billericay, Essex, England. The club are currently members of the Isthmian League Premier Division, the seventh tier of English football, and play at New Lodge.",Billericay
15061,Birmingham Legion,USA,"Birmingham Legion FC is an American professional soccer club based in Birmingham, Alabama, that competes in the USL Championship, the second division of American soccer.",Birmingham
22040,Bisha,Saudi Arabia,"Bisha FC, usually known simply as Bisha is a Saudi Arabian football (soccer) team in Bisha city playing at the Saudi Second Division.",Bisha
13716,Blaublitz Akita,Japan,"Blaublitz Akita (formerly TDK S.C.) is a Japanese professional association football team based in Akita, Akita Prefecture. In 2014 they entered the J3 League after previously playing in the Japan Football League, the third tier of the Japanese association football league system.",Akita
7921,Boa,Brazil,"Boa Esporte Clube, commonly known as just Boa Esporte or Boa, is a Brazilian football club from Varginha, Minas Gerais state. The club was formerly known as Ituiutaba Esporte Clube.",Varginha
9611,Bogotá,Colombia,"Bogotá F.C. is a Colombian professional football team based in Bogotá, that currently plays in the Categoría Primera B. They play their home games at the Estadio Metropolitano de Techo.",Bogotá
10815,Fremad Amager,Denmark,"Boldklubben Fremad Amager is a Danish professional football club based in the district of Amager Vest, Copenhagen. As of the 2020–21 season, the club's senior men's team play in 1st Division, the second-tier of professional football in the country."," Amager Vest"
10057,BK Forward,Sweden,"Bollklubben forward, commonly known as BK forward, is a football team from Örebro, Sweden. They play in Division 1 Norra. The club plays in a small multipurpose stadium called Trängens IP. The club is affiliated to the Örebro Läns Fotbollförbund.",Örebro
16045,Bourj,Lebanon,"Bourj Football Club is a football club based in Bourj el-Barajneh, Beirut, Lebanon, that competes in the Lebanese Premier League. Founded in 1967, the club has won one Lebanese FA Cup in 1993 and one Lebanese Challenge Cup in 2019.",Bourj el-Barajneh
7774,Boyacá Chicó,Colombia,"Boyacá Chicó Fútbol Club is a professional Colombian football team based in Tunja playing in the Categoría Primera B. The club was founded on March 26, 2002 in Bogotá as Deportivo Bogotá Chicó F.C., named after one of the city's neighborhoods.",Bogotá
10588,Bracknell Town,England,"Bracknell Town Football Club is a football club based in Sandhurst, Berkshire, England. Affiliated to the Berks &amp; Bucks Football Association and nicknamed The Robins, they are currently members of the Southern League Premier Division South and play their home matches at Bottom Meadow in Sandhurst.",Sandhurst
22966,Brigade Boys,Nepal,"Brigade Boys Club is a Nepalese professional football club from Lalitpur, which plays in the town of Kathmandu. The club competes in the Nepalese first division, the Martyr's Memorial A-Division League.",Kathmandu
11362,Brinkumer,Germany,"Brinkumer SV is a German association football club, based in the town of Stuhr, which was founded in 1924. They play their home games at the BSV Arena. They currently participate in the Bremen-Liga.",Stuhr
13670,Brisbane Knights,Australia,"Brisbane Knights Football Club is an Australian soccer club from Rocklea, a suburb of Brisbane, Queensland, Australia. The club currently plays in the Brisbane Premier League, the first tier of senior football in Brisbane (third tier in Queensland and fourth overall in Australia).",Rocklea
16223,Brisbane Roar II,Australia,"Brisbane Roar Football Club Youth is the youth system of Brisbane Roar Football Club based in Brisbane, Queensland, Australia. The team plays in the National Premier Leagues, the second level of the soccer pyramid in Australia. The club also competes in the Y-League competition.",Brisbane
22857,Bubali,Aruba,"Bubali Sport Club, known also as Bubali SC, or simply Bubali, is an Aruban football club based in Noord, They are currently playing in Aruba's Division Uno, after relegation from Division di Honor where they finished 10th in the 2021–22 season.",Noord
12463,Buckie Thistle,Scotland,"Buckie Thistle Football Club are a senior football club based in the town of Buckie, Moray, who currently play in Scotland's Highland Football League. Founded in 1889, they are also known as The Jags and play their football at Victoria Park, Buckie.",Buckie
9363,Budaors,Hungary,"Budaörsi SC is a Hungarian football team founded in 1924 and based in Budaörs, a town near Budapest.",Budaörs
9450,Busan IPark,Korea Republic,"Busan IPark is a South Korean professional football club based in Busan, which currently competes in K League 2, the second and last professional tier of the national football pyramid. Its current home ground is Busan Gudeok Stadium.",Busan
8692,Erzurum BB,Turkey,"Büyükşehir Belediye Erzurumspor, commonly known as BB Erzurumspor, is a Turkish professional football club located in Erzurum who plays in the Süper Lig, the top tier of Turkish football. Founded in 2010, the colours of club are blue and white.",Erzurum
8257,Lecco,Italy,"Calcio Lecco 1912, commonly referred to as Lecco, is an Italian football club based in Lecco, Lombardy. It currently plays in Serie C, having last been in Serie A in 1967.",Lecco
16890,Montebelluna,Italy,"Calcio Montebelluna is an Italian association football club located in Montebelluna, Veneto. It currently plays in Serie D.",Montebelluna
9497,Cambridge City,England,"Cambridge City Football Club is a football club currently based in Impington, Cambridgeshire, England. They are members of the Northern Premier League Division One Midlands and play at Bridge Road in nearby Impington.",Impington
7464,Campinense,Brazil,"Campinense Clube, commonly referred to as Campinense, is a Brazilian professional club based in Campina Grande, Paraíba founded on 12 April 1915.",Campina Grande
8996,Shijiazhuang,China PR,Cangzhou Mighty Lions Football Club is a professional football club that currently participates in the Chinese Super League under licence from the Chinese Football Association (CFA).,Cangzhou
9503,Carrick Rangers,Northern Ireland,Carrick Rangers Football Club is a semi-professional Northern Irish football club playing in NIFL Premiership.,Belfast
14941,Cascavel CR,Brazil,"Cascavel Clube Recreativo, more commonly referred to as Cascavel CR, is a Brazilian professional association football club in Cascavel, Paraná which currently plays in Campeonato Paranaense, the top division of the Paraná state football league.",Cascavel
14524,Cavese,Italy,"Cavese 1919 S.r.l., commonly known as just Cavese, is an Italian football club based in Cava de' Tirreni, Campania, that currently plays in Serie D. The first city club was founded in 1919 as Unione Sportiva Cavese. It was refounded as Pro Cavese in 1974. In 2012, the club, known as S.S.",Cava de' Tirreni
9927,San Luis,Chile,CD San Luis de Quillota is a Chilean football club based in Quillota that plays  in the Primera B. The club's home stadium is the Estadio Bicentario Lucio Fariña.,Quillota
12547,Celaya,Mexico,"Celaya Football Club is a Mexican professional football club based in Celaya, Guanajuato. Celaya currently plays in the Liga de Expansión MX.",Celaya
19690,Ceramica Cleopatra,Egypt,"Ceramica Cleopatra Football Club, is an Egyptian football club based in Giza, Egypt.  The club is owned by Cleopatra Group, founded by Mohamed M. Abou El Enein.Ceramica Cleopatra currently plays in the Egyptian Premier League, the highest league in the Egyptian football league system.",Giza
14301,Bordj Bou Arreridj,Algeria,"Chabab Ahly Bordj Bou Arréridj, known as CA Bord Bou Arréridj or simply CABBA for short, is an Algerian football club based in Bordj Bou Arreridj, founded in 1931. The club colours are yellow and black. Their home stadium, 20 August 1955 Stadium, has a capacity of 15,000 spectators.",Bordj Bou Arreridj
19913,Ain Ouessara,Algeria,"Chabab Riadhi Baladiat Aïn Oussara, known as CRB Aïn Oussera or CRBAO for short, is an Algerian football club based in Aïn Oussera, Djelfa. The club was founded in 1947 and its colours are green and white. Their home stadium, 1 November 1954 Stadium, has a capacity of 8,000 spectators.",Aïn Oussera
19902,Ouled Djellal,Algeria,"Chabab Riadhi Baladiat Ouled Djellal, known as CRB Ouled Djellal or simply CRBOD is an Algerian football club located in Ouled Djellal, Algeria. The club was founded in 1931 and its colours are red and white. Their home stadium, Stade Lamri Benkouider, has a capacity of 5,000 spectators.",Ouled Djellal
19912,Temouchent,Algeria,"Chabab Riadhi Témouchent, known as CR Témouchent or simply CRT for short, is an Algerian football club based in Aïn Témouchent. The club was founded in 1961 and its colours are red and white. Their home stadium, Omar Oucief Stadium, has a capacity of 11,500 spectators.",Aïn Témouchent
9296,Charlotte Independence,USA,"Charlotte Independence is an American soccer team based in Charlotte, North Carolina that plays in the USL League One, the third tier of the American soccer pyramid.",Charlotte
16850,Chertsey Town,England,"Chertsey Town Football Club is a semi-professional football club based in Chertsey, Surrey, England. The club currently competes in the Isthmian League South Central Division. The club was established as Chertsey Football Club in 1890 and joined the Metropolitan League in 1963.",Chertsey
13026,Abahani Chittagong,Bangladesh,"Chittagong Abahani Limited, sometimes spelled as Chattogram Abahani or Chittagong Abahoni, is a sports club based in Chittagong, Bangladesh. A wing of Abahani Limited was established at Chittagong in 1980 known as Chittagong Abahani.",Chittagong
9219,Chongqing Lifan,China PR,Chongqing Liangjiang Athletic is a defunct Chinese football club. The team was based in Chongqing.,Chongqing
9830,Cirencester Town,England,"Cirencester Town Football Club is a football club based in Cirencester, Gloucestershire, England. Affiliated to the Gloucestershire County FA, the club are currently members of the Southern League Division One Central and play at the Corinium Stadium.",Cirencester
13200,Youssoufia Berrechid,Morocco,"Club Athletic Youssoufia Berrechid, usually known simply as Youssoufia Berrechid, is a Moroccan football club based in Berrechid, Morocco. The club was founded in 1927 and their stadium is called the Stade Municipal de Berrechid. They currently play in Botola, the top level of Moroccan football.",Berrechid
9192,Acassuso,Argentina,"Club Atlético Acassuso is an Argentine sports club headquartered in San Isidro, Buenos Aires. The club is mostly known for its football team, which currently plays in Primera B, the regionalised third division of the Argentine football league system.",Buenos Aires
20218,Atletico Atlas,Argentina,"Club Atlético Atlas is an Argentine football club from the General Rodríguez district in Buenos Aires Province. Atlas currently plays in Primera D, the fifth division of the Argentine football league system.",Buenos Aires
11253,Central Córdoba SdE,Argentina,"Club Atlético Central Córdoba is an Argentine sports club based in Santiago del Estero. The club is mostly known for its football team, which currently plays in the Argentine Primera División, first division of the Argentine football league system.",Santiago del Estero
14778,Chaco For Ever,Argentina,"Club Atlético Chaco For Ever, usually just Chaco For Ever, is an Argentine Football club, their home town is Resistencia, in the Province of Chaco in Northern Argentina. They currently play in the Primera Nacional, the second tier of Argentine football.",Resistencia
9252,Claypole,Argentina,"Club Atlético Claypole is an Argentine football club located in Claypole, Buenos Aires. The team currently plays in Primera D, the 5th level of the Argentine football league system.",Claypole
8799,Colegiales,Argentina,"Club Atlético Colegiales is an Argentine football club based in Florida Oeste, Buenos Aires. The squad plays in Primera B Metropolitana, the regionalised third division of the Argentine football league system.",Florida Oeste
12786,Defensores Unidos,Argentina,"Club Atlético Defensores Unidos is an Argentine football club from the Villa Fox district of Zárate, Buenos Aires. The team currently plays in Primera B, the regionalised third division of Argentine football league system.",Zárate
23509,Deportivo Paraguayo,Argentina,"Club Atlético Deportivo Paraguayo is an Argentine football club, founded in 1961 by the Paraguayan community living in Buenos Aires. The team currently plays at Primera D, the fourth division of Argentine football league system.",Buenos Aires
9114,Gimnasia Mendoza,Argentina,"Club Atlético Gimnasia y Esgrima is an Argentine football club located in the city of Mendoza. They currently plays in the Primera B Nacional, the second division of the Argentine football league system.",Mendoza
